surrogate_key_captura_apontamento_horas,data_apontamento,codigo_matricula_colaborador_apontado,codigo_filial_apontada,codigo_projeto_apontado,codigo_cliente_projeto,codigo_segmento_mercado,indicador_tipo_hora_trabalhada,quantidade_horas_trabalhadas,tipo_despesa_apontada,valor_despesa_apontada
2123,12/01/2023,583,M1,164,47,3,HN,3.09,2,83.1
2124,02/01/2023,726,F3,240,1,5,HN,3.98,5,69.91
2125,05/01/2023,272,F2,71,89,7,HE,4.72,5,131.35
2126,01/01/2023,158,F2,94,90,7,HE,1.76,4,104.93
2127,01/01/2023,260,F3,17,1,5,HE,1.87,4,21.91
2128,23/01/2023,952,M1,51,52,5,HN,2.35,3,64.25
2129,05/01/2023,663,F2,221,20,7,HN,4.48,4,129.69
2130,05/01/2023,428,F3,157,2,5,HE,1.15,4,114.78
2131,16/01/2023,634,M1,130,68,6,HN,7.93,4,24.99
2132,28/01/2023,156,F2,63,14,1,HN,1.9,5,137.61
2133,09/01/2023,591,F3,196,24,5,HN,5.74,2,17.81
2134,29/01/2023,545,F2,117,26,4,HN,3.19,4,92.7
2135,14/01/2023,581,M1,53,10,7,HN,3.53,1,143.14
2136,15/01/2023,757,M1,86,78,2,HN,4.59,4,76.69
2137,09/01/2023,643,F2,44,23,6,HN,6.34,2,4.18
2138,09/01/2023,638,M1,221,96,6,HN,1.45,3,114.54
2139,24/01/2023,695,F2,164,60,4,HE,6.14,2,37.21
2140,10/01/2023,428,F3,20,9,6,HE,3.85,3,18.06
2141,04/01/2023,727,F2,5,71,1,HN,2.89,1,116.88
2142,06/01/2023,47,F2,173,57,4,HN,5.46,5,74.46
2143,17/01/2023,854,F2,136,82,6,HN,5.05,1,37.14
2144,21/01/2023,868,F3,135,21,1,HN,6.85,1,62.09
2145,23/01/2023,795,M1,61,11,7,HN,5.03,1,149.64
2146,28/01/2023,47,F3,93,75,1,HN,2.18,4,20.21
2147,01/01/2023,487,M1,183,79,7,HE,1.54,3,20.12
2148,21/01/2023,378,F3,61,12,5,HN,7.26,2,68.86
2149,26/01/2023,214,F2,191,57,5,HE,1.8,5,98.56
2150,28/01/2023,478,M1,86,67,7,HE,7.78,3,128.31
2151,12/01/2023,82,F3,244,97,7,HN,7.84,2,46.89
2152,20/01/2023,93,F3,34,78,7,HN,7.59,3,80.32
2153,09/01/2023,674,F3,96,85,2,HE,1.57,1,59.06
2154,16/01/2023,779,F3,92,11,5,HN,2.91,4,94.93
2155,23/01/2023,908,F2,58,82,4,HE,1.92,2,127.47
2156,05/01/2023,49,F3,241,13,2,HE,4.16,1,90.04
2157,17/01/2023,378,F3,108,48,2,HE,7.24,1,119.6
2158,07/01/2023,116,F2,79,40,1,HN,2.73,5,88.46
2159,21/01/2023,5,F3,8,6,3,HN,2.67,3,40.92
2160,10/01/2023,940,F3,4,86,7,HN,4.58,4,9.47
2161,19/01/2023,230,M1,89,95,4,HE,2.19,1,16.61
2162,17/01/2023,77,M1,213,72,6,HE,1.61,5,48.49
2163,13/01/2023,556,M1,149,64,3,HE,5.08,1,110.75
2164,15/01/2023,215,F2,190,44,1,HN,1.82,1,85.88
2165,12/01/2023,137,F2,111,74,6,HN,2.08,2,128.56
2166,10/01/2023,95,F3,187,61,2,HE,7.94,2,56.23
2167,09/01/2023,633,M1,74,77,6,HE,1.33,1,139.52
2168,12/01/2023,190,F2,137,92,4,HN,4.52,5,6.11
2169,22/01/2023,410,M1,85,13,7,HN,7.13,5,66.48
2170,21/01/2023,113,F3,239,53,2,HN,7.83,4,136.73
2171,03/01/2023,96,M1,149,14,7,HE,6.17,2,55.17
2172,10/01/2023,664,F3,105,64,6,HN,6.31,4,77.4
2173,22/01/2023,877,F3,155,49,4,HE,7.35,1,139.98
2174,14/01/2023,314,M1,223,85,3,HN,4.01,1,127.5
2175,01/01/2023,814,F3,30,35,3,HE,5.54,3,147.53
2176,16/01/2023,529,F3,211,48,6,HE,3.59,2,69.78
2177,17/01/2023,703,F3,160,66,6,HE,1.5,4,128.87
2178,11/01/2023,913,F2,236,33,2,HE,4.07,3,3.09
2179,17/01/2023,827,F3,92,55,5,HE,1.16,1,83.91
2180,17/01/2023,28,F3,194,58,2,HE,5.53,4,57.84
2181,04/01/2023,499,F3,194,79,6,HN,5.8,3,46.93
2182,12/01/2023,31,F2,71,15,1,HE,7.42,2,31.76
2183,28/01/2023,135,M1,242,31,7,HE,2.44,4,25.01
2184,25/01/2023,697,F2,167,23,2,HN,3.82,1,55.73
2185,06/01/2023,884,F2,164,29,1,HE,4.79,5,18.67
2186,16/01/2023,557,F2,48,53,2,HN,3.72,2,22.27
2187,03/01/2023,824,F2,15,47,1,HN,2.44,4,72.15
2188,06/01/2023,481,F3,247,38,7,HN,1.2,1,72.24
2189,27/01/2023,681,F2,55,36,3,HE,2.21,1,13.06
2190,19/01/2023,627,M1,91,17,1,HE,7.05,5,128.58
2191,13/01/2023,898,F2,229,67,4,HE,6.11,5,44.9
2192,13/01/2023,781,F2,214,83,4,HN,4.19,1,79.4
2193,27/01/2023,919,F3,23,45,2,HN,3.33,1,8.83
2194,12/01/2023,158,F3,173,10,4,HN,3.86,4,21.25
2195,07/01/2023,218,F2,26,75,7,HN,4.63,4,131.96
2196,12/01/2023,155,F2,169,13,5,HE,5.41,1,12.15
2197,24/01/2023,389,M1,245,22,3,HN,5.15,5,133.82
2198,10/01/2023,13,M1,154,85,2,HE,6.15,5,24.52
2199,10/01/2023,953,M1,105,1,3,HE,7.21,4,117.49
2200,21/01/2023,131,M1,12,82,1,HE,5.79,3,61.48
2201,20/01/2023,510,M1,131,81,4,HN,2.29,2,118.74
2202,07/01/2023,731,F2,35,99,3,HE,3.14,3,88.75
2203,07/01/2023,907,F2,29,21,6,HN,1.01,5,85.97
2204,25/01/2023,662,M1,103,57,2,HN,3.92,2,128.57
2205,22/01/2023,960,F2,122,15,2,HE,4.17,1,34.92
2206,11/01/2023,424,F3,136,75,2,HE,6.81,4,30.24
2207,06/01/2023,242,F3,11,44,2,HE,5.38,2,148.23
2208,24/01/2023,524,F2,106,59,7,HN,2.62,3,16.02
2209,06/01/2023,377,M1,106,64,2,HE,3.66,4,129.86
2210,28/01/2023,37,F2,22,72,2,HE,4.62,2,61.74
2211,24/01/2023,522,M1,44,69,5,HE,4.04,5,43.12
2212,13/01/2023,597,M1,8,74,1,HE,3.04,1,51.12
2213,01/01/2023,436,M1,105,49,1,HN,4.08,2,62.44
2214,09/01/2023,634,F3,48,85,3,HN,2.52,1,69.33
2215,27/01/2023,795,F2,240,56,6,HN,4.15,1,20.49
2216,27/01/2023,654,F3,43,75,1,HE,6.65,1,32.25
2217,29/01/2023,917,F2,140,66,2,HE,6.39,4,50.52
2218,27/01/2023,355,F3,208,30,7,HN,1.41,1,89.11
2219,09/01/2023,609,M1,208,53,2,HE,7.62,2,23.81
2220,28/01/2023,688,M1,243,100,7,HN,2.61,3,135.91
2221,12/01/2023,898,F3,53,29,1,HN,5.67,4,130.32
2222,21/01/2023,706,F3,188,80,2,HN,3.13,5,87.97
2223,12/01/2023,87,F2,181,28,5,HE,2.06,5,12.18
2224,11/01/2023,406,F2,244,31,7,HE,2.99,1,35.16
2225,25/01/2023,777,F2,71,76,3,HN,1.97,5,27.14
2226,30/01/2023,149,M1,223,1,4,HE,1.7,2,132.07
2227,18/01/2023,273,M1,217,26,1,HN,7.64,3,72.23
2228,19/01/2023,294,M1,243,29,4,HE,1.07,1,87.74
2229,12/01/2023,665,F3,158,47,5,HE,6.92,3,21.76
2230,08/01/2023,662,M1,242,13,6,HE,3.18,5,102.17
2231,12/01/2023,387,M1,210,17,2,HN,3.21,4,110.72
2232,11/01/2023,117,F2,53,63,7,HE,6.58,4,87.18
2233,01/01/2023,582,F3,239,13,2,HN,7.15,2,109.92
2234,26/01/2023,395,F3,67,93,5,HN,6.73,3,141.07
2235,04/01/2023,554,F2,214,15,2,HN,2.65,4,100.73
2236,20/01/2023,655,M1,174,69,1,HE,6.06,5,77.19
2237,25/01/2023,484,F3,29,88,6,HN,7.1,4,32.48
2238,08/01/2023,201,M1,78,91,2,HE,4.71,3,68.2
2239,24/01/2023,375,F2,189,84,4,HN,6.89,3,110.19
2240,07/01/2023,231,M1,197,15,5,HE,4.26,1,112.18
2241,16/01/2023,460,F3,157,98,6,HE,4.54,1,86.46
2242,02/01/2023,392,M1,218,65,7,HE,4.3,3,134.02
2243,09/01/2023,462,F2,172,80,4,HN,6.4,3,70.75
2244,09/01/2023,184,F2,247,70,7,HE,7.49,1,8.82
2245,11/01/2023,228,M1,122,11,2,HN,6.94,1,122.18
2246,11/01/2023,84,F2,74,50,3,HN,5.85,3,52.17
2247,24/01/2023,292,M1,134,98,2,HE,2.3,2,69.36
2248,24/01/2023,388,M1,180,73,5,HN,1.68,4,74.8
2249,09/01/2023,444,M1,199,30,4,HN,5.34,1,119.22
2250,11/01/2023,48,F2,165,29,7,HE,6.61,5,106.63
2251,24/01/2023,728,M1,11,66,2,HE,7.85,1,131.5
2252,26/01/2023,852,F3,78,82,5,HE,6.47,4,7.59
2253,29/01/2023,750,F2,226,83,3,HE,1.67,1,50.21
2254,23/01/2023,568,F2,140,65,3,HN,6.88,4,135.21
2255,23/01/2023,385,M1,154,33,5,HN,3.91,4,119.63
2256,18/01/2023,844,F2,94,13,4,HN,3.2,1,3.96
2257,27/01/2023,239,F3,5,3,2,HE,6.05,1,51.1
2258,26/01/2023,600,F3,65,58,7,HE,2.42,5,125.17
2259,01/01/2023,163,F3,197,97,5,HE,4.19,1,55.6
2260,06/01/2023,300,F2,48,35,6,HE,1.15,5,32.06
2261,25/01/2023,430,F3,31,69,1,HN,6.2,1,56.88
2262,09/01/2023,355,F3,167,19,6,HE,7.62,2,55.83
2263,05/01/2023,541,M1,185,91,4,HE,5.65,1,132.92
2264,17/01/2023,470,M1,142,66,6,HN,3.29,5,66.58
2265,21/01/2023,167,M1,131,25,6,HN,2.92,1,105.84
2266,18/01/2023,156,F2,148,30,5,HN,5.31,1,147.88
2267,21/01/2023,820,F2,175,52,3,HE,4.06,3,18.32
2268,29/01/2023,766,M1,61,14,7,HN,1.9,2,35.68
2269,06/01/2023,307,F3,163,59,2,HN,6.24,5,42.83
2270,22/01/2023,885,F2,229,17,3,HE,2.03,2,21.58
2271,29/01/2023,143,F3,194,27,2,HE,1.89,4,74.81
2272,08/01/2023,869,F3,101,65,3,HN,3.91,5,134.16
2273,02/01/2023,193,F2,7,81,7,HN,5.46,4,18.31
2274,21/01/2023,143,F3,22,70,2,HE,5.42,4,70.35
2275,09/01/2023,700,F3,11,75,3,HN,6.57,3,142.54
2276,08/01/2023,208,F3,37,56,2,HN,4.65,2,148.26
2277,18/01/2023,553,M1,138,29,5,HN,4.51,4,7.6
2278,17/01/2023,765,M1,15,66,5,HN,7.69,2,120.07
2279,30/01/2023,845,F3,95,62,2,HE,1.37,3,9.81
2280,27/01/2023,501,F3,221,78,5,HE,2.31,1,95.12
2281,28/01/2023,538,F2,62,6,1,HE,4.67,2,94.28
2282,15/01/2023,494,F3,189,52,7,HN,5.16,4,8.29
2283,21/01/2023,177,M1,120,94,5,HN,3.55,1,5.61
2284,17/01/2023,844,F2,135,16,6,HE,7.75,3,75.05
2285,15/01/2023,935,F3,218,20,6,HE,4.59,4,106.24
2286,14/01/2023,517,M1,146,70,2,HN,2.56,2,19.54
2287,15/01/2023,743,F2,109,55,7,HE,4.21,4,29.4
2288,11/01/2023,811,F2,35,88,1,HN,4.87,4,130.08
2289,03/01/2023,688,F3,171,50,7,HN,7.98,2,113.34
2290,14/01/2023,603,M1,70,51,1,HE,3.94,4,107.4
2291,10/01/2023,617,F2,82,13,3,HE,4.69,5,136.53
2292,03/01/2023,524,M1,5,84,6,HN,6.26,5,67.15
2293,01/01/2023,429,F2,74,54,5,HN,4.94,4,100.73
2294,05/01/2023,339,F3,34,31,2,HN,1.61,1,123.5
2295,21/01/2023,209,F3,188,2,4,HE,7.57,3,92.95
2296,27/01/2023,421,F2,116,63,4,HN,6.39,5,105.6
2297,11/01/2023,287,F3,247,23,4,HN,3.93,4,61.02
2298,13/01/2023,213,F2,178,1,4,HN,6.42,5,80.45
2299,18/01/2023,767,F2,92,66,1,HE,7.77,1,61.28
2300,27/01/2023,161,F2,129,76,5,HE,6.85,3,13.72
2301,11/01/2023,935,F2,18,79,6,HN,6.16,5,149.49
2302,08/01/2023,73,F3,82,62,4,HE,5.22,5,1.59
2303,13/01/2023,64,F2,229,24,4,HN,3.77,1,115.43
2304,20/01/2023,715,F2,177,65,5,HN,6.19,1,25.08
2305,26/01/2023,859,F3,177,81,7,HE,3.14,1,80.45
2306,08/01/2023,53,F2,210,86,3,HN,6.93,2,147.73
2307,21/01/2023,843,F2,241,6,7,HE,2.79,2,101.92
2308,22/01/2023,179,F2,147,41,5,HN,3.88,4,4.66
2309,01/01/2023,523,F3,220,94,3,HN,6.1,3,95.72
2310,03/01/2023,716,F3,160,86,5,HE,4.57,1,81.21
2311,03/01/2023,582,F2,219,4,3,HE,3.21,5,21.62
2312,01/01/2023,484,M1,199,50,4,HE,2.39,3,118.05
2313,24/01/2023,761,M1,206,16,2,HE,2.16,1,142.89
2314,24/01/2023,647,F2,239,52,4,HE,4.91,2,78.53
2315,23/01/2023,593,F3,191,19,5,HE,6.5,1,149.11
2316,19/01/2023,828,F3,186,35,4,HE,6.28,4,87.73
2317,27/01/2023,762,F3,208,89,7,HN,6.81,4,24.64
2318,18/01/2023,845,F2,73,77,1,HE,7.14,2,137.21
2319,07/01/2023,816,F2,188,8,6,HE,5.96,5,116.15
2320,27/01/2023,924,M1,74,13,5,HN,5.42,5,134.81
2321,23/01/2023,196,F2,176,42,3,HN,7.05,3,118.07
2322,09/01/2023,704,F2,183,85,1,HN,3.06,1,132.35
2323,21/01/2023,632,F3,143,46,2,HE,6.94,1,129.34
2324,03/01/2023,328,M1,33,82,3,HE,4.5,2,62.61
2325,26/01/2023,153,F2,148,96,4,HE,2.76,2,135.42
2326,25/01/2023,304,F3,230,20,6,HE,1.24,3,121.83
2327,18/01/2023,62,M1,166,17,4,HN,6.93,3,67.24
2328,23/01/2023,55,F3,236,25,1,HN,5.95,5,25.17
2329,19/01/2023,271,F3,129,92,3,HE,1.94,5,143.07
2330,10/01/2023,616,F2,126,78,5,HE,2.56,1,100.07
2331,08/01/2023,450,M1,78,73,4,HE,2.14,2,23.67
2332,03/01/2023,299,F2,191,76,6,HE,6.91,1,140.02
2333,24/01/2023,566,F3,40,22,6,HE,7.55,5,56.51
2334,07/01/2023,496,F3,75,38,4,HE,3.19,1,32.54
2335,07/01/2023,46,F3,147,46,1,HN,6.55,1,114.95
2336,21/01/2023,260,F2,140,51,3,HN,7.22,4,31.6
2337,23/01/2023,631,F3,166,47,6,HE,1.81,3,75.89
2338,18/01/2023,816,F3,69,28,3,HE,6.71,2,76.11
2339,30/01/2023,317,F3,28,47,2,HE,2.87,3,5.91
2340,04/01/2023,353,M1,235,70,1,HE,6.07,5,15.72
2341,18/01/2023,759,F2,146,28,5,HN,7.25,5,140.92
2342,07/01/2023,600,M1,25,41,3,HN,3.76,5,141.21
2343,23/01/2023,683,F3,113,69,4,HN,2.08,1,57.52
2344,15/01/2023,697,M1,15,46,2,HE,7.67,3,32.21
2345,17/01/2023,803,F3,95,73,6,HN,4.02,5,115.51
2346,20/01/2023,942,M1,29,88,4,HN,6.88,2,133.2
2347,25/01/2023,524,F3,120,64,6,HE,2.04,1,22.82
2348,02/01/2023,569,F2,18,79,3,HN,6.25,4,143.44
2349,25/01/2023,954,F3,240,56,1,HE,6.44,2,58.04
2350,03/01/2023,19,F2,9,83,1,HE,1.06,1,99.35
2351,02/01/2023,261,F3,211,59,7,HN,2.87,3,24.8
2352,08/01/2023,539,F3,21,97,5,HE,2.44,4,36.02
2353,22/01/2023,73,F2,179,40,4,HN,3.91,3,104.1
2354,03/01/2023,624,M1,4,3,2,HE,7.4,3,65.12
2355,23/01/2023,435,F3,130,37,5,HE,4.48,1,74.48
2356,13/01/2023,715,M1,118,36,4,HN,1.35,4,82.97
2357,19/01/2023,404,F2,165,68,1,HE,3.78,1,142.58
2358,09/01/2023,675,F2,223,57,3,HE,3.23,5,88.62
2359,18/01/2023,555,F2,42,79,3,HE,2.07,2,21.77
2360,17/01/2023,718,F3,77,23,4,HN,6.89,2,48.15
2361,21/01/2023,772,F3,113,83,6,HE,6.93,5,37.13
2362,12/01/2023,903,M1,36,22,7,HE,3.45,3,62.56
2363,24/01/2023,124,F2,129,45,2,HN,5.66,4,82.35
2364,09/01/2023,616,F3,249,99,3,HE,3.76,5,36.0
2365,17/01/2023,427,M1,204,10,4,HE,3.35,4,135.49
2366,08/01/2023,896,M1,165,35,3,HN,2.32,3,19.59
2367,03/01/2023,285,F3,193,18,5,HE,2.45,4,127.1
2368,08/01/2023,219,F3,143,99,7,HE,7.99,2,85.8
2369,14/01/2023,498,F2,100,72,7,HN,5.48,5,89.56
2370,01/01/2023,555,M1,55,61,2,HN,3.62,5,122.04
2371,19/01/2023,523,F2,44,83,5,HE,7.57,5,146.93
2372,15/01/2023,854,M1,56,18,2,HN,6.42,3,7.05
2373,08/01/2023,417,F2,113,29,5,HE,6.1,5,16.69
2374,21/01/2023,266,F3,19,90,7,HN,1.7,1,16.71
2375,24/01/2023,115,F3,62,97,6,HN,6.26,1,136.54
2376,14/01/2023,255,F2,165,46,7,HN,1.62,1,69.95
2377,06/01/2023,951,F2,185,29,1,HE,4.22,5,39.32
2378,30/01/2023,199,M1,145,47,6,HE,4.05,5,120.73
2379,10/01/2023,790,F3,77,32,6,HN,7.96,4,46.94
2380,18/01/2023,158,F3,39,14,6,HN,4.17,4,65.07
2381,30/01/2023,840,M1,71,52,2,HN,3.8,5,61.7
2382,11/01/2023,668,M1,14,96,7,HE,1.51,4,59.97
2383,30/01/2023,715,F2,59,61,6,HN,3.49,1,105.39
2384,16/01/2023,721,F2,245,56,5,HN,4.65,4,139.75
2385,04/01/2023,393,M1,48,76,2,HE,6.14,1,97.04
2386,28/01/2023,744,F2,221,82,3,HN,5.19,1,72.92
2387,30/01/2023,292,M1,210,40,1,HN,4.43,2,59.6
2388,11/01/2023,541,F3,20,33,3,HE,6.37,5,109.92
2389,08/01/2023,324,F3,150,43,1,HE,4.53,2,4.39
2390,18/01/2023,511,M1,181,100,7,HN,7.13,1,144.25
2391,23/01/2023,531,F3,192,90,3,HN,4.92,1,141.59
2392,11/01/2023,959,M1,210,100,3,HE,1.71,3,123.84
2393,21/01/2023,556,F2,196,75,1,HN,2.08,2,74.51
2394,12/01/2023,313,M1,17,85,3,HE,6.59,4,139.14
2395,30/01/2023,184,F2,39,93,2,HN,2.7,4,119.26
2396,26/01/2023,814,F2,185,27,4,HE,1.25,3,51.38
2397,26/01/2023,778,F2,120,34,3,HN,1.94,5,8.67
2398,02/01/2023,593,F3,1,37,5,HE,4.75,1,40.38
2399,20/01/2023,26,M1,217,75,5,HN,7.29,3,85.44
2400,09/01/2023,720,M1,177,47,5,HN,3.97,1,134.09
2401,11/01/2023,53,M1,176,45,3,HN,4.51,3,147.52
2402,07/01/2023,320,F2,182,69,3,HE,1.29,1,122.77
2403,07/01/2023,608,F2,59,97,3,HN,3.47,4,95.24
2404,02/01/2023,938,F3,63,81,4,HN,1.67,3,79.9
2405,06/01/2023,812,F2,140,67,7,HN,7.0,1,76.89
2406,10/01/2023,154,M1,17,79,2,HN,7.08,4,65.73
2407,03/01/2023,680,F3,218,59,3,HN,5.51,5,45.0
2408,04/01/2023,914,F3,183,21,6,HN,2.98,5,71.29
2409,24/01/2023,257,F2,14,8,4,HE,5.38,2,43.12
2410,18/01/2023,244,M1,110,80,4,HE,1.54,5,43.15
2411,21/01/2023,280,F2,249,76,1,HN,4.77,2,101.0
2412,22/01/2023,208,F3,181,14,4,HN,2.53,3,35.19
2413,05/01/2023,121,F3,55,40,5,HN,3.0,3,125.44
2414,04/01/2023,18,F3,232,75,1,HE,1.19,1,35.78
2415,18/01/2023,52,M1,192,99,3,HE,4.52,1,75.13
2416,21/01/2023,893,F3,6,75,6,HN,4.75,4,3.86
2417,21/01/2023,762,F2,3,92,5,HE,5.43,2,136.84
2418,14/01/2023,41,F3,161,17,7,HE,6.32,2,12.49
2419,10/01/2023,336,F3,108,1,7,HN,2.68,3,42.71
2420,10/01/2023,226,M1,74,19,4,HN,6.94,2,41.76
2421,13/01/2023,727,F3,181,5,1,HN,1.79,3,66.27
2422,24/01/2023,847,F2,224,40,2,HE,4.63,5,60.54
2423,30/01/2023,922,M1,36,99,7,HE,3.5,1,139.59
2424,29/01/2023,668,M1,189,12,1,HE,7.86,5,74.92
2425,27/01/2023,649,F2,180,92,3,HE,6.32,3,86.6
2426,06/01/2023,567,F3,44,67,6,HE,5.03,1,43.46
2427,19/01/2023,284,F2,180,5,7,HN,1.98,3,52.4
2428,29/01/2023,146,F2,71,20,6,HE,5.74,4,146.23
2429,17/01/2023,211,M1,96,52,2,HE,5.07,4,83.1
2430,11/01/2023,603,F2,181,3,1,HN,7.16,4,26.85
2431,27/01/2023,776,F3,130,38,5,HN,5.55,1,147.92
2432,25/01/2023,929,F2,49,25,5,HE,4.02,3,111.39
2433,21/01/2023,787,M1,129,53,6,HE,2.61,4,113.09
2434,15/01/2023,424,M1,213,68,6,HN,1.57,3,51.14
2435,16/01/2023,636,M1,233,41,1,HE,3.77,2,30.75
2436,18/01/2023,260,F2,155,72,1,HN,7.61,2,74.5
2437,28/01/2023,438,M1,189,46,6,HE,7.04,1,100.14
2438,15/01/2023,156,F3,79,58,3,HE,1.34,4,139.65
2439,24/01/2023,9,F2,82,96,7,HN,1.16,2,74.64
2440,11/01/2023,750,F2,242,100,7,HE,1.28,2,141.76
2441,23/01/2023,715,F3,56,33,4,HN,3.58,1,5.37
2442,23/01/2023,251,F3,2,73,3,HN,6.03,5,61.87
2443,15/01/2023,664,F2,157,74,2,HN,6.57,5,124.12
2444,22/01/2023,942,M1,245,81,4,HE,2.29,4,130.25
2445,10/01/2023,161,F3,62,49,1,HN,2.7,4,96.22
2446,01/01/2023,291,M1,98,96,1,HN,6.56,2,56.86
2447,09/01/2023,333,M1,35,59,2,HE,1.16,1,24.97
2448,07/01/2023,885,F2,201,81,1,HE,7.74,4,10.71
2449,20/01/2023,306,M1,91,7,5,HE,2.55,5,120.81
2450,14/01/2023,700,F3,79,55,3,HE,2.92,4,5.26
2451,11/01/2023,501,M1,160,80,6,HN,6.13,3,58.92
2452,15/01/2023,378,F3,113,49,1,HN,4.58,4,147.6
2453,29/01/2023,581,F3,85,19,6,HE,3.61,1,47.89
2454,02/01/2023,154,F3,212,78,4,HN,3.08,4,125.2
2455,19/01/2023,666,F2,129,48,3,HN,5.47,5,144.58
2456,07/01/2023,931,F3,82,58,1,HE,6.0,5,1.7
2457,24/01/2023,732,F3,207,16,5,HN,4.23,5,135.72
2458,01/01/2023,481,M1,80,7,1,HE,3.41,2,18.86
2459,23/01/2023,923,F2,114,35,3,HN,5.36,5,101.32
2460,30/01/2023,336,M1,117,42,6,HE,5.59,5,130.89
2461,16/01/2023,196,F2,160,23,1,HE,3.16,2,123.58
2462,23/01/2023,287,F2,78,5,2,HE,2.11,2,73.92
2463,03/01/2023,703,F3,171,59,6,HN,3.94,2,83.64
2464,20/01/2023,516,F2,77,34,5,HE,1.94,3,117.25
2465,15/01/2023,92,F3,246,21,5,HE,6.18,2,143.43
2466,18/01/2023,6,F3,61,96,5,HN,7.73,5,128.0
2467,24/01/2023,574,F2,157,66,6,HN,1.49,3,100.74
2468,25/01/2023,480,M1,9,76,6,HE,5.49,5,85.56
2469,14/01/2023,367,F3,120,52,2,HN,4.11,4,99.76
2470,16/01/2023,79,M1,110,77,7,HE,5.89,5,69.54
2471,24/01/2023,130,M1,103,84,1,HN,3.34,4,123.68
2472,11/01/2023,731,M1,26,58,1,HN,7.69,4,15.76
2473,28/01/2023,298,M1,151,12,3,HN,7.16,5,69.09
2474,22/01/2023,4,M1,116,18,3,HE,3.32,3,16.26
2475,29/01/2023,415,M1,103,63,4,HN,5.8,4,31.46
2476,09/01/2023,426,F2,209,29,1,HN,3.08,5,136.15
2477,10/01/2023,331,F2,193,72,3,HN,7.35,1,54.11
2478,29/01/2023,667,M1,186,66,3,HN,1.82,5,2.29
2479,19/01/2023,397,M1,20,65,3,HN,5.86,4,38.02
2480,25/01/2023,189,M1,172,78,4,HE,1.53,4,107.11
2481,17/01/2023,392,F3,127,22,7,HE,1.67,3,39.2
2482,18/01/2023,607,F2,127,99,5,HE,2.38,1,20.26
2483,18/01/2023,832,F2,5,16,7,HN,4.48,3,146.83
2484,21/01/2023,290,F2,171,74,4,HN,3.72,5,135.24
2485,15/01/2023,778,F3,177,62,6,HE,1.26,4,90.98
2486,10/01/2023,718,F2,60,20,5,HE,7.3,2,137.14
2487,04/01/2023,34,M1,56,59,1,HE,6.15,5,114.55
2488,22/01/2023,12,F3,36,51,1,HN,1.36,2,68.14
2489,16/01/2023,386,M1,243,37,7,HN,1.77,2,127.51
2490,30/01/2023,241,F2,239,75,1,HE,6.65,3,144.72
2491,27/01/2023,125,F3,145,36,5,HN,3.02,1,47.94
2492,06/01/2023,536,F2,121,56,7,HE,4.2,1,132.85
2493,10/01/2023,339,F2,11,68,7,HE,7.55,5,39.77
2494,26/01/2023,212,F3,37,83,4,HN,6.65,3,82.84
2495,07/01/2023,900,F3,141,10,3,HE,7.95,5,83.16
2496,26/01/2023,392,F3,43,27,7,HN,6.19,3,118.98
2497,25/01/2023,326,F3,12,2,1,HN,3.52,1,134.94
2498,13/01/2023,943,F3,66,35,1,HN,1.4,1,115.33
2499,05/01/2023,747,F3,80,85,6,HE,3.86,5,59.31
2500,05/01/2023,337,F2,115,34,6,HE,4.02,4,1.34
2501,18/01/2023,679,F3,140,32,1,HE,1.68,2,54.94
2502,12/01/2023,569,F2,184,26,3,HE,3.25,3,61.23
2503,21/01/2023,28,F3,113,38,5,HE,3.55,3,27.47
2504,26/01/2023,503,M1,82,81,4,HN,7.87,2,80.69
2505,02/01/2023,936,F2,191,52,6,HN,4.15,3,72.82
2506,19/01/2023,229,F3,128,67,7,HE,6.89,4,110.28
2507,08/01/2023,485,F3,3,17,4,HN,5.35,5,54.5
2508,14/01/2023,436,M1,186,16,2,HN,6.81,1,134.55
2509,12/01/2023,813,F2,71,15,4,HN,6.33,2,15.83
2510,05/01/2023,106,F2,107,41,7,HN,6.02,2,9.95
2511,22/01/2023,5,F2,71,67,7,HN,1.62,2,77.07
2512,04/01/2023,229,F3,250,60,1,HE,4.74,5,122.75
2513,17/01/2023,511,M1,103,8,3,HE,5.45,2,65.84
2514,02/01/2023,855,F2,231,29,5,HE,7.21,1,36.79
2515,04/01/2023,867,F3,34,93,4,HE,1.54,4,118.9
2516,30/01/2023,651,M1,226,85,4,HE,5.01,1,111.84
2517,10/01/2023,289,M1,247,67,2,HN,4.59,5,13.6
2518,19/01/2023,535,F3,227,70,6,HN,7.52,2,49.26
2519,24/01/2023,902,F3,175,95,7,HN,2.25,5,25.65
2520,19/01/2023,693,M1,67,59,7,HN,7.99,3,126.15
2521,04/01/2023,225,F3,158,70,1,HE,3.82,2,65.27
2522,14/01/2023,51,F2,73,52,2,HN,5.39,5,77.53
2523,27/01/2023,509,F2,152,23,4,HE,4.81,2,78.22
2524,20/01/2023,490,M1,51,25,5,HE,7.24,5,84.3
2525,07/01/2023,528,F3,188,80,4,HE,6.92,4,131.01
2526,23/01/2023,740,M1,49,72,7,HE,5.0,3,146.19
2527,13/01/2023,453,F3,182,73,1,HN,1.56,1,51.95
2528,17/01/2023,118,F3,190,68,3,HE,6.16,5,75.8
2529,08/01/2023,242,F3,142,94,1,HN,4.54,3,10.46
